<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.05	15:41:00	1.08278	1.08294	1.08272	1.08277	53	0	0
2023.12.05	15:42:00	1.08275	1.08310	1.08273	1.08310	58	0	0
2023.12.05	15:43:00	1.08309	1.08315	1.08294	1.08294	46	0	0
2023.12.05	15:44:00	1.08294	1.08302	1.08290	1.08296	46	0	0
2023.12.05	15:45:00	1.08298	1.08313	1.08293	1.08313	46	0	0
2023.12.05	15:46:00	1.08313	1.08336	1.08311	1.08329	60	0	0
2023.12.05	15:47:00	1.08330	1.08330	1.08312	1.08321	60	0	0
2023.12.05	15:48:00	1.08322	1.08323	1.08284	1.08286	55	0	0
2023.12.05	15:49:00	1.08287	1.08299	1.08283	1.08293	53	0	0
2023.12.05	15:50:00	1.08294	1.08303	1.08274	1.08276	59	0	0
2023.12.05	15:51:00	1.08278	1.08313	1.08277	1.08294	69	0	0
2023.12.05	15:52:00	1.08300	1.08313	1.08279	1.08301	76	0	0
2023.12.05	15:53:00	1.08301	1.08309	1.08283	1.08283	67	0	0
2023.12.05	15:54:00	1.08287	1.08319	1.08282	1.08319	56	0	0
2023.12.05	15:55:00	1.08318	1.08338	1.08311	1.08320	81	0	0
2023.12.05	15:56:00	1.08321	1.08329	1.08299	1.08303	98	0	0
2023.12.05	15:57:00	1.08302	1.08310	1.08297	1.08307	73	0	0
2023.12.05	15:58:00	1.08306	1.08307	1.08294	1.08305	44	0	0
2023.12.05	15:59:00	1.08307	1.08307	1.08285	1.08285	58	0	0
2023.12.05	16:00:00	1.08287	1.08301	1.08282	1.08300	79	0	0
2023.12.05	16:01:00	1.08299	1.08299	1.08286	1.08289	66	0	0
2023.12.05	16:02:00	1.08284	1.08284	1.08268	1.08274	69	0	0
2023.12.05	16:03:00	1.08277	1.08290	1.08272	1.08288	54	0	0
2023.12.05	16:04:00	1.08286	1.08302	1.08284	1.08294	48	0	0
2023.12.05	16:05:00	1.08291	1.08292	1.08261	1.08266	59	0	0
2023.12.05	16:06:00	1.08265	1.08270	1.08256	1.08267	63	0	0
2023.12.05	16:07:00	1.08264	1.08284	1.08262	1.08282	47	0	0
2023.12.05	16:08:00	1.08282	1.08290	1.08272	1.08275	60	0	0
2023.12.05	16:09:00	1.08276	1.08285	1.08257	1.08272	63	0	0
2023.12.05	16:10:00	1.08275	1.08278	1.08255	1.08255	56	0	0
2023.12.05	16:11:00	1.08254	1.08254	1.08238	1.08246	59	0	0
2023.12.05	16:12:00	1.08247	1.08260	1.08234	1.08234	57	0	0
2023.12.05	16:13:00	1.08234	1.08237	1.08211	1.08214	66	0	0
2023.12.05	16:14:00	1.08217	1.08223	1.08210	1.08218	59	0	0
2023.12.05	16:15:00	1.08219	1.08239	1.08219	1.08238	66	0	0
2023.12.05	16:16:00	1.08238	1.08253	1.08220	1.08223	62	0	0
2023.12.05	16:17:00	1.08222	1.08222	1.08203	1.08208	56	0	0
2023.12.05	16:18:00	1.08209	1.08210	1.08201	1.08208	68	0	0
2023.12.05	16:19:00	1.08211	1.08214	1.08196	1.08197	41	0	0
2023.12.05	16:20:00	1.08196	1.08206	1.08192	1.08198	59	0	0
2023.12.05	16:21:00	1.08197	1.08198	1.08182	1.08185	59	0	0
2023.12.05	16:22:00	1.08186	1.08203	1.08182	1.08197	52	0	0
2023.12.05	16:23:00	1.08196	1.08197	1.08182	1.08182	46	0	0
2023.12.05	16:24:00	1.08182	1.08202	1.08182	1.08197	48	0	0
2023.12.05	16:25:00	1.08193	1.08195	1.08183	1.08192	60	0	0
2023.12.05	16:26:00	1.08191	1.08198	1.08172	1.08191	64	0	0
2023.12.05	16:27:00	1.08190	1.08194	1.08173	1.08179	54	0	0
2023.12.05	16:28:00	1.08179	1.08183	1.08163	1.08168	50	0	0
2023.12.05	16:29:00	1.08172	1.08177	1.08164	1.08167	44	0	0
2023.12.05	16:30:00	1.08166	1.08188	1.08155	1.08183	76	0	0
2023.12.05	16:31:00	1.08180	1.08184	1.08162	1.08167	76	0	0
2023.12.05	16:32:00	1.08171	1.08178	1.08160	1.08163	70	0	0
2023.12.05	16:33:00	1.08161	1.08168	1.08154	1.08162	61	0	0
2023.12.05	16:34:00	1.08161	1.08170	1.08145	1.08168	74	0	0
2023.12.05	16:35:00	1.08166	1.08217	1.08164	1.08216	72	0	0
2023.12.05	16:36:00	1.08218	1.08218	1.08181	1.08183	67	0	0
2023.12.05	16:37:00	1.08183	1.08187	1.08151	1.08157	68	0	0
2023.12.05	16:38:00	1.08156	1.08157	1.08115	1.08131	89	0	0
2023.12.05	16:39:00	1.08131	1.08178	1.08131	1.08163	79	0	0
2023.12.05	16:40:00	1.08167	1.08167	1.08145	1.08153	63	0	0
2023.12.05	16:41:00	1.08157	1.08173	1.08126	1.08129	69	0	0
2023.12.05	16:42:00	1.08129	1.08134	1.08118	1.08127	71	0	0
2023.12.05	16:43:00	1.08127	1.08143	1.08127	1.08138	54	0	0
2023.12.05	16:44:00	1.08139	1.08140	1.08113	1.08115	63	0	0
2023.12.05	16:45:00	1.08114	1.08121	1.08016	1.08024	109	0	0
2023.12.05	16:46:00	1.08025	1.08119	1.08022	1.08109	137	0	0
2023.12.05	16:47:00	1.08109	1.08128	1.08082	1.08097	115	0	0
2023.12.05	16:48:00	1.08096	1.08125	1.08092	1.08108	103	0	0
2023.12.05	16:49:00	1.08107	1.08112	1.08082	1.08094	104	0	0
2023.12.05	16:50:00	1.08092	1.08105	1.08082	1.08105	112	0	0
2023.12.05	16:51:00	1.08106	1.08107	1.08077	1.08083	90	0	0
2023.12.05	16:52:00	1.08084	1.08093	1.08072	1.08083	93	0	0
2023.12.05	16:53:00	1.08084	1.08099	1.08068	1.08095	79	0	0
2023.12.05	16:54:00	1.08095	1.08102	1.08090	1.08091	79	0	0
2023.12.05	16:55:00	1.08088	1.08095	1.08080	1.08093	61	0	0
2023.12.05	16:56:00	1.08092	1.08115	1.08087	1.08095	62	0	0
2023.12.05	16:57:00	1.08092	1.08103	1.08091	1.08096	40	0	0
2023.12.05	16:58:00	1.08096	1.08100	1.08086	1.08091	21	0	0
2023.12.05	16:59:00	1.08092	1.08110	1.08072	1.08098	68	0	0
2023.12.05	17:00:00	1.08097	1.08356	1.08097	1.08353	259	0	0
2023.12.05	17:01:00	1.08352	1.08380	1.08344	1.08360	163	0	0
2023.12.05	17:02:00	1.08360	1.08377	1.08308	1.08309	142	0	0
2023.12.05	17:03:00	1.08297	1.08323	1.08268	1.08318	137	0	0
2023.12.05	17:04:00	1.08320	1.08388	1.08320	1.08356	136	0	0
2023.12.05	17:05:00	1.08356	1.08357	1.08308	1.08339	145	0	0
2023.12.05	17:06:00	1.08340	1.08348	1.08284	1.08284	120	0	0
2023.12.05	17:07:00	1.08283	1.08326	1.08278	1.08319	117	0	0
2023.12.05	17:08:00	1.08321	1.08321	1.08238	1.08244	111	0	0
2023.12.05	17:09:00	1.08244	1.08274	1.08237	1.08265	111	0	0
2023.12.05	17:10:00	1.08264	1.08324	1.08257	1.08310	134	0	0
2023.12.05	17:11:00	1.08309	1.08312	1.08253	1.08255	144	0	0
2023.12.05	17:12:00	1.08248	1.08321	1.08241	1.08312	134	0	0
2023.12.05	17:13:00	1.08313	1.08350	1.08272	1.08277	111	0	0
2023.12.05	17:14:00	1.08275	1.08276	1.08223	1.08223	123	0	0
2023.12.05	17:15:00	1.08224	1.08248	1.08213	1.08234	127	0	0
2023.12.05	17:16:00	1.08233	1.08248	1.08208	1.08242	113	0	0
2023.12.05	17:17:00	1.08239	1.08251	1.08198	1.08211	117	0	0
2023.12.05	17:18:00	1.08206	1.08218	1.08186	1.08186	109	0	0
2023.12.05	17:19:00	1.08183	1.08206	1.08167	1.08199	97	0	0
2023.12.05	17:20:00	1.08198	1.08249	1.08194	1.08248	103	0	0
2023.12.05	17:21:00	1.08249	1.08249	1.08212	1.08240	120	0	0
2023.12.05	17:22:00	1.08240	1.08295	1.08237	1.08262	101	0	0
2023.12.05	17:23:00	1.08261	1.08273	1.08232	1.08260	115	0	0
2023.12.05	17:24:00	1.08259	1.08295	1.08248	1.08287	102	0	0
2023.12.05	17:25:00	1.08286	1.08296	1.08257	1.08260	113	0	0
2023.12.05	17:26:00	1.08261	1.08272	1.08214	1.08217	113	0	0
2023.12.05	17:27:00	1.08222	1.08227	1.08183	1.08187	101	0	0
2023.12.05	17:28:00	1.08187	1.08199	1.08173	1.08187	82	0	0
2023.12.05	17:29:00	1.08190	1.08213	1.08186	1.08207	89	0	0
2023.12.05	17:30:00	1.08209	1.08227	1.08193	1.08198	101	0	0
2023.12.05	17:31:00	1.08200	1.08237	1.08191	1.08230	94	0	0
2023.12.05	17:32:00	1.08231	1.08231	1.08188	1.08197	106	0	0
2023.12.05	17:33:00	1.08200	1.08232	1.08198	1.08210	105	0	0
2023.12.05	17:34:00	1.08208	1.08220	1.08193	1.08205	117	0	0
2023.12.05	17:35:00	1.08203	1.08243	1.08198	1.08224	120	0	0
2023.12.05	17:36:00	1.08222	1.08223	1.08163	1.08168	101	0	0
2023.12.05	17:37:00	1.08167	1.08168	1.08119	1.08127	99	0	0
2023.12.05	17:38:00	1.08127	1.08149	1.08107	1.08112	119	0	0
2023.12.05	17:39:00	1.08113	1.08122	1.08092	1.08106	102	0	0
2023.12.05	17:40:00	1.08107	1.08109	1.08063	1.08082	100	0	0
2023.12.05	17:41:00	1.08081	1.08103	1.08073	1.08079	107	0	0
2023.12.05	17:42:00	1.08080	1.08106	1.08078	1.08084	95	0	0
2023.12.05	17:43:00	1.08080	1.08103	1.08071	1.08076	87	0	0
2023.12.05	17:44:00	1.08077	1.08103	1.08071	1.08100	94	0	0
2023.12.05	17:45:00	1.08101	1.08113	1.08070	1.08080	111	0	0
2023.12.05	17:46:00	1.08079	1.08128	1.08079	1.08126	105	0	0
2023.12.05	17:47:00	1.08127	1.08137	1.08093	1.08097	116	0	0
2023.12.05	17:48:00	1.08096	1.08125	1.08092	1.08120	112	0	0
2023.12.05	17:49:00	1.08123	1.08137	1.08107	1.08124	108	0	0
2023.12.05	17:50:00	1.08123	1.08125	1.08064	1.08068	98	0	0
2023.12.05	17:51:00	1.08065	1.08070	1.08043	1.08043	67	0	0
2023.12.05	17:52:00	1.08042	1.08042	1.07991	1.08031	123	0	0
2023.12.05	17:53:00	1.08032	1.08073	1.08031	1.08066	94	0	0
2023.12.05	17:54:00	1.08062	1.08087	1.08050	1.08055	107	0	0
2023.12.05	17:55:00	1.08058	1.08091	1.08055	1.08087	95	0	0
2023.12.05	17:56:00	1.08091	1.08096	1.08079	1.08079	92	0	0
2023.12.05	17:57:00	1.08082	1.08087	1.08051	1.08064	94	0	0
2023.12.05	17:58:00	1.08065	1.08070	1.08049	1.08050	74	0	0
2023.12.05	17:59:00	1.08049	1.08073	1.08047	1.08055	100	0	0
2023.12.05	18:00:00	1.08056	1.08072	1.08037	1.08038	93	0	0
2023.12.05	18:01:00	1.08037	1.08044	1.08021	1.08041	63	0	0
2023.12.05	18:02:00	1.08042	1.08092	1.08037	1.08080	83	0	0
2023.12.05	18:03:00	1.08084	1.08094	1.08074	1.08082	80	0	0
2023.12.05	18:04:00	1.08082	1.08098	1.08081	1.08094	80	0	0
2023.12.05	18:05:00	1.08095	1.08108	1.08083	1.08105	73	0	0
2023.12.05	18:06:00	1.08107	1.08118	1.08103	1.08114	55	0	0
2023.12.05	18:07:00	1.08117	1.08130	1.08109	1.08109	60	0	0
2023.12.05	18:08:00	1.08107	1.08115	1.08085	1.08113	64	0	0
2023.12.05	18:09:00	1.08113	1.08122	1.08087	1.08087	72	0	0
2023.12.05	18:10:00	1.08087	1.08096	1.08072	1.08096	66	0	0
2023.12.05	18:11:00	1.08097	1.08103	1.08080	1.08098	100	0	0
2023.12.05	18:12:00	1.08099	1.08104	1.08061	1.08067	79	0	0
2023.12.05	18:13:00	1.08066	1.08080	1.08060	1.08066	80	0	0
2023.12.05	18:14:00	1.08067	1.08074	1.08023	1.08027	80	0	0
2023.12.05	18:15:00	1.08028	1.08042	1.08026	1.08034	88	0	0
2023.12.05	18:16:00	1.08034	1.08049	1.08031	1.08038	85	0	0
2023.12.05	18:17:00	1.08038	1.08039	1.08001	1.08006	74	0	0
2023.12.05	18:18:00	1.08007	1.08025	1.08003	1.08006	94	0	0
2023.12.05	18:19:00	1.08008	1.08012	1.07917	1.07927	85	0	0
2023.12.05	18:20:00	1.07923	1.07937	1.07913	1.07925	101	0	0
2023.12.05	18:21:00	1.07919	1.07938	1.07906	1.07912	92	0	0
2023.12.05	18:22:00	1.07914	1.07933	1.07909	1.07923	70	0	0
2023.12.05	18:23:00	1.07923	1.07924	1.07911	1.07920	68	0	0
2023.12.05	18:24:00	1.07920	1.07949	1.07920	1.07930	70	0	0
2023.12.05	18:25:00	1.07932	1.07958	1.07923	1.07958	86	0	0
2023.12.05	18:26:00	1.07958	1.07962	1.07923	1.07938	81	0	0
2023.12.05	18:27:00	1.07936	1.07956	1.07923	1.07946	99	0	0
2023.12.05	18:28:00	1.07947	1.07949	1.07929	1.07946	76	0	0
2023.12.05	18:29:00	1.07948	1.07954	1.07937	1.07941	70	0	0
2023.12.05	18:30:00	1.07943	1.07964	1.07941	1.07957	62	0	0
2023.12.05	18:31:00	1.07954	1.07957	1.07908	1.07928	74	0	0
2023.12.05	18:32:00	1.07926	1.07943	1.07898	1.07900	74	0	0
2023.12.05	18:33:00	1.07901	1.07902	1.07858	1.07859	80	0	0
2023.12.05	18:34:00	1.07859	1.07894	1.07857	1.07882	80	0	0
2023.12.05	18:35:00	1.07884	1.07901	1.07877	1.07889	82	0	0
2023.12.05	18:36:00	1.07892	1.07904	1.07886	1.07899	63	0	0
2023.12.05	18:37:00	1.07901	1.07901	1.07858	1.07863	63	0	0
2023.12.05	18:38:00	1.07865	1.07891	1.07864	1.07890	73	0	0
2023.12.05	18:39:00	1.07888	1.07892	1.07875	1.07879	46	0	0
2023.12.05	18:40:00	1.07880	1.07880	1.07860	1.07863	47	0	0
2023.12.05	18:41:00	1.07863	1.07889	1.07863	1.07877	67	0	0
2023.12.05	18:42:00	1.07878	1.07882	1.07864	1.07864	65	0	0
2023.12.05	18:43:00	1.07863	1.07890	1.07863	1.07887	54	0	0
2023.12.05	18:44:00	1.07883	1.07893	1.07879	1.07886	55	0	0
2023.12.05	18:45:00	1.07881	1.07889	1.07856	1.07856	67	0	0
2023.12.05	18:46:00	1.07857	1.07892	1.07851	1.07880	48	0	0
2023.12.05	18:47:00	1.07882	1.07895	1.07880	1.07883	66	0	0
2023.12.05	18:48:00	1.07882	1.07888	1.07878	1.07881	43	0	0
2023.12.05	18:49:00	1.07882	1.07892	1.07874	1.07892	38	0	0
2023.12.05	18:50:00	1.07893	1.07893	1.07879	1.07880	42	0	0
2023.12.05	18:51:00	1.07879	1.07894	1.07877	1.07881	40	0	0
2023.12.05	18:52:00	1.07879	1.07879	1.07853	1.07863	55	0	0
2023.12.05	18:53:00	1.07865	1.07869	1.07846	1.07848	42	0	0
2023.12.05	18:54:00	1.07847	1.07851	1.07821	1.07828	45	0	0
2023.12.05	18:55:00	1.07829	1.07833	1.07821	1.07825	53	0	0
2023.12.05	18:56:00	1.07826	1.07829	1.07821	1.07821	41	0	0
2023.12.05	18:57:00	1.07822	1.07843	1.07822	1.07842	41	0	0
2023.12.05	18:58:00	1.07843	1.07862	1.07843	1.07856	30	0	0
2023.12.05	18:59:00	1.07856	1.07866	1.07854	1.07862	38	0	0
2023.12.05	19:00:00	1.07864	1.07879	1.07864	1.07872	49	0	0
2023.12.05	19:01:00	1.07873	1.07878	1.07872	1.07877	35	0	0
2023.12.05	19:02:00	1.07877	1.07882	1.07866	1.07882	43	0	0
2023.12.05	19:03:00	1.07880	1.07895	1.07877	1.07885	39	0	0
2023.12.05	19:04:00	1.07886	1.07896	1.07882	1.07889	45	0	0
2023.12.05	19:05:00	1.07889	1.07902	1.07888	1.07899	36	0	0
2023.12.05	19:06:00	1.07900	1.07912	1.07897	1.07906	42	0	0
2023.12.05	19:07:00	1.07905	1.07909	1.07888	1.07903	65	0	0
2023.12.05	19:08:00	1.07903	1.07933	1.07903	1.07929	50	0	0
2023.12.05	19:09:00	1.07928	1.07933	1.07913	1.07918	55	0	0
2023.12.05	19:10:00	1.07923	1.07927	1.07901	1.07904	58	0	0
2023.12.05	19:11:00	1.07901	1.07908	1.07883	1.07883	48	0	0
2023.12.05	19:12:00	1.07879	1.07883	1.07862	1.07867	56	0	0
2023.12.05	19:13:00	1.07868	1.07878	1.07858	1.07878	40	0	0
2023.12.05	19:14:00	1.07876	1.07879	1.07861	1.07863	48	0	0
2023.12.05	19:15:00	1.07867	1.07892	1.07862	1.07891	47	0	0
2023.12.05	19:16:00	1.07890	1.07890	1.07878	1.07882	45	0	0
2023.12.05	19:17:00	1.07883	1.07908	1.07883	1.07908	55	0	0
2023.12.05	19:18:00	1.07906	1.07924	1.07906	1.07922	59	0	0
2023.12.05	19:19:00	1.07920	1.07932	1.07920	1.07926	52	0	0
2023.12.05	19:20:00	1.07925	1.07935	1.07922	1.07932	52	0	0
2023.12.05	19:21:00	1.07931	1.07935	1.07921	1.07922	69	0	0
2023.12.05	19:22:00	1.07923	1.07943	1.07922	1.07943	67	0	0
2023.12.05	19:23:00	1.07943	1.07953	1.07938	1.07938	40	0	0
2023.12.05	19:24:00	1.07937	1.07941	1.07920	1.07926	61	0	0
2023.12.05	19:25:00	1.07927	1.07953	1.07922	1.07945	65	0	0
2023.12.05	19:26:00	1.07945	1.07958	1.07932	1.07958	62	0	0
2023.12.05	19:27:00	1.07957	1.07967	1.07954	1.07962	59	0	0
2023.12.05	19:28:00	1.07965	1.07973	1.07948	1.07948	62	0	0
2023.12.05	19:29:00	1.07948	1.07962	1.07947	1.07961	35	0	0
2023.12.05	19:30:00	1.07962	1.07965	1.07947	1.07955	51	0	0
2023.12.05	19:31:00	1.07953	1.07957	1.07942	1.07942	35	0	0
2023.12.05	19:32:00	1.07943	1.07944	1.07931	1.07938	33	0	0
2023.12.05	19:33:00	1.07937	1.07944	1.07923	1.07925	42	0	0
2023.12.05	19:34:00	1.07926	1.07943	1.07922	1.07943	26	0	0
2023.12.05	19:35:00	1.07945	1.07974	1.07945	1.07972	67	0	0
2023.12.05	19:36:00	1.07973	1.07973	1.07960	1.07962	28	0	0
2023.12.05	19:37:00	1.07960	1.07963	1.07958	1.07963	22	0	0
2023.12.05	19:38:00	1.07960	1.07960	1.07945	1.07951	36	0	0
2023.12.05	19:39:00	1.07950	1.07953	1.07936	1.07938	55	0	0
2023.12.05	19:40:00	1.07937	1.07939	1.07926	1.07931	48	0	0
2023.12.05	19:41:00	1.07930	1.07934	1.07924	1.07934	36	0	0
2023.12.05	19:42:00	1.07934	1.07943	1.07933	1.07939	39	0	0
2023.12.05	19:43:00	1.07942	1.07943	1.07931	1.07934	48	0	0
2023.12.05	19:44:00	1.07933	1.07934	1.07916	1.07925	43	0	0
2023.12.05	19:45:00	1.07924	1.07927	1.07914	1.07916	52	0	0
2023.12.05	19:46:00	1.07917	1.07928	1.07906	1.07911	65	0	0
2023.12.05	19:47:00	1.07910	1.07941	1.07910	1.07937	52	0	0
2023.12.05	19:48:00	1.07938	1.07940	1.07932	1.07936	40	0	0
2023.12.05	19:49:00	1.07937	1.07937	1.07919	1.07919	61	0	0
2023.12.05	19:50:00	1.07918	1.07919	1.07908	1.07918	55	0	0
2023.12.05	19:51:00	1.07917	1.07924	1.07912	1.07918	29	0	0
2023.12.05	19:52:00	1.07919	1.07922	1.07908	1.07908	45	0	0
2023.12.05	19:53:00	1.07906	1.07906	1.07888	1.07899	39	0	0
2023.12.05	19:54:00	1.07900	1.07927	1.07900	1.07918	50	0	0
2023.12.05	19:55:00	1.07918	1.07923	1.07908	1.07913	35	0	0
2023.12.05	19:56:00	1.07912	1.07927	1.07910	1.07926	45	0	0
2023.12.05	19:57:00	1.07924	1.07932	1.07912	1.07913	52	0	0
2023.12.05	19:58:00	1.07915	1.07916	1.07894	1.07902	54	0	0
2023.12.05	19:59:00	1.07904	1.07923	1.07904	1.07919	43	0	0
2023.12.05	20:00:00	1.07920	1.07929	1.07920	1.07921	28	0	0
2023.12.05	20:01:00	1.07922	1.07927	1.07907	1.07912	47	0	0
2023.12.05	20:02:00	1.07914	1.07921	1.07897	1.07902	45	0	0
2023.12.05	20:03:00	1.07902	1.07913	1.07896	1.07908	36	0	0
2023.12.05	20:04:00	1.07908	1.07909	1.07897	1.07903	19	0	0
2023.12.05	20:05:00	1.07901	1.07904	1.07867	1.07867	45	0	0
2023.12.05	20:06:00	1.07865	1.07876	1.07861	1.07868	50	0	0
2023.12.05	20:07:00	1.07867	1.07883	1.07859	1.07880	43	0	0
2023.12.05	20:08:00	1.07879	1.07882	1.07871	1.07873	48	0	0
2023.12.05	20:09:00	1.07872	1.07877	1.07862	1.07867	32	0	0
2023.12.05	20:10:00	1.07865	1.07880	1.07858	1.07862	52	0	0
2023.12.05	20:11:00	1.07863	1.07863	1.07853	1.07858	22	0	0
2023.12.05	20:12:00	1.07858	1.07863	1.07855	1.07860	22	0	0
2023.12.05	20:13:00	1.07861	1.07869	1.07856	1.07868	36	0	0
2023.12.05	20:14:00	1.07866	1.07866	1.07852	1.07854	39	0	0
2023.12.05	20:15:00	1.07854	1.07868	1.07853	1.07858	25	0	0
2023.12.05	20:16:00	1.07859	1.07866	1.07853	1.07863	45	0	0
2023.12.05	20:17:00	1.07864	1.07869	1.07854	1.07857	45	0	0
2023.12.05	20:18:00	1.07857	1.07860	1.07853	1.07859	37	0	0
2023.12.05	20:19:00	1.07860	1.07866	1.07854	1.07858	38	0	0
2023.12.05	20:20:00	1.07854	1.07868	1.07852	1.07863	38	0	0
2023.12.05	20:21:00	1.07862	1.07862	1.07853	1.07855	38	0	0
2023.12.05	20:22:00	1.07854	1.07876	1.07854	1.07876	40	0	0
2023.12.05	20:23:00	1.07874	1.07879	1.07872	1.07879	46	0	0
2023.12.05	20:24:00	1.07878	1.07880	1.07873	1.07877	34	0	0
2023.12.05	20:25:00	1.07876	1.07878	1.07868	1.07870	45	0	0
2023.12.05	20:26:00	1.07874	1.07887	1.07873	1.07874	39	0	0
2023.12.05	20:27:00	1.07875	1.07876	1.07868	1.07873	32	0	0
2023.12.05	20:28:00	1.07872	1.07874	1.07858	1.07869	31	0	0
2023.12.05	20:29:00	1.07869	1.07873	1.07863	1.07869	36	0	0
2023.12.05	20:30:00	1.07868	1.07869	1.07834	1.07841	39	0	0
2023.12.05	20:31:00	1.07843	1.07852	1.07833	1.07852	39	0	0
2023.12.05	20:32:00	1.07852	1.07852	1.07842	1.07843	41	0	0
2023.12.05	20:33:00	1.07842	1.07842	1.07832	1.07838	29	0	0
2023.12.05	20:34:00	1.07836	1.07844	1.07834	1.07844	22	0	0
2023.12.05	20:35:00	1.07846	1.07848	1.07837	1.07838	32	0	0
2023.12.05	20:36:00	1.07837	1.07837	1.07813	1.07817	42	0	0
2023.12.05	20:37:00	1.07820	1.07824	1.07818	1.07823	36	0	0
2023.12.05	20:38:00	1.07819	1.07830	1.07818	1.07826	36	0	0
2023.12.05	20:39:00	1.07826	1.07828	1.07819	1.07825	32	0	0
2023.12.05	20:40:00	1.07826	1.07826	1.07809	1.07817	37	0	0
2023.12.05	20:41:00	1.07816	1.07817	1.07784	1.07785	31	0	0
2023.12.05	20:42:00	1.07785	1.07799	1.07782	1.07799	47	0	0
2023.12.05	20:43:00	1.07801	1.07805	1.07794	1.07797	42	0	0
2023.12.05	20:44:00	1.07795	1.07808	1.07794	1.07805	31	0	0
2023.12.05	20:45:00	1.07807	1.07809	1.07799	1.07800	26	0	0
2023.12.05	20:46:00	1.07799	1.07828	1.07799	1.07813	64	0	0
2023.12.05	20:47:00	1.07812	1.07824	1.07805	1.07823	42	0	0
2023.12.05	20:48:00	1.07824	1.07840	1.07824	1.07834	33	0	0
2023.12.05	20:49:00	1.07833	1.07833	1.07820	1.07828	37	0	0
2023.12.05	20:50:00	1.07826	1.07835	1.07824	1.07829	21	0	0
2023.12.05	20:51:00	1.07830	1.07842	1.07830	1.07842	31	0	0
2023.12.05	20:52:00	1.07843	1.07849	1.07836	1.07848	24	0	0
2023.12.05	20:53:00	1.07847	1.07852	1.07838	1.07847	34	0	0
2023.12.05	20:54:00	1.07848	1.07858	1.07848	1.07854	25	0	0
2023.12.05	20:55:00	1.07853	1.07854	1.07845	1.07853	30	0	0
2023.12.05	20:56:00	1.07852	1.07861	1.07848	1.07855	33	0	0
2023.12.05	20:57:00	1.07855	1.07856	1.07842	1.07842	39	0	0
2023.12.05	20:58:00	1.07843	1.07845	1.07833	1.07845	36	0	0
2023.12.05	20:59:00	1.07845	1.07851	1.07839	1.07851	33	0	0
2023.12.05	21:00:00	1.07848	1.07853	1.07831	1.07832	35	0	0
2023.12.05	21:01:00	1.07831	1.07834	1.07819	1.07822	32	0	0
2023.12.05	21:02:00	1.07819	1.07830	1.07817	1.07819	21	0	0
2023.12.05	21:03:00	1.07817	1.07824	1.07811	1.07819	29	0	0
2023.12.05	21:04:00	1.07819	1.07830	1.07814	1.07829	30	0	0
2023.12.05	21:05:00	1.07830	1.07836	1.07829	1.07832	38	0	0
2023.12.05	21:06:00	1.07832	1.07834	1.07826	1.07827	38	0	0
2023.12.05	21:07:00	1.07826	1.07846	1.07825	1.07844	22	0	0
2023.12.05	21:08:00	1.07844	1.07859	1.07844	1.07856	20	0	0
2023.12.05	21:09:00	1.07854	1.07854	1.07843	1.07843	7	0	0
2023.12.05	21:10:00	1.07849	1.07854	1.07849	1.07853	16	0	0
2023.12.05	21:11:00	1.07852	1.07863	1.07846	1.07862	25	0	0
2023.12.05	21:12:00	1.07863	1.07863	1.07855	1.07858	26	0	0
2023.12.05	21:13:00	1.07858	1.07858	1.07851	1.07856	26	0	0
2023.12.05	21:14:00	1.07855	1.07862	1.07851	1.07858	43	0	0
2023.12.05	21:15:00	1.07859	1.07864	1.07848	1.07853	46	0	0
2023.12.05	21:16:00	1.07854	1.07860	1.07850	1.07857	40	0	0
2023.12.05	21:17:00	1.07859	1.07859	1.07852	1.07858	28	0	0
2023.12.05	21:18:00	1.07859	1.07864	1.07855	1.07855	11	0	0
2023.12.05	21:19:00	1.07853	1.07859	1.07849	1.07854	44	0	0
2023.12.05	21:20:00	1.07855	1.07855	1.07842	1.07849	27	0	0
2023.12.05	21:21:00	1.07848	1.07849	1.07834	1.07837	33	0	0
2023.12.05	21:22:00	1.07835	1.07844	1.07833	1.07843	23	0	0
2023.12.05	21:23:00	1.07844	1.07844	1.07839	1.07844	29	0	0
2023.12.05	21:24:00	1.07843	1.07849	1.07837	1.07849	17	0	0
2023.12.05	21:25:00	1.07850	1.07855	1.07839	1.07850	19	0	0
2023.12.05	21:26:00	1.07847	1.07847	1.07839	1.07843	13	0	0
2023.12.05	21:27:00	1.07845	1.07845	1.07830	1.07834	14	0	0
2023.12.05	21:28:00	1.07832	1.07848	1.07832	1.07845	19	0	0
2023.12.05	21:29:00	1.07846	1.07862	1.07846	1.07849	26	0	0
2023.12.05	21:30:00	1.07848	1.07852	1.07840	1.07844	41	0	0
2023.12.05	21:31:00	1.07844	1.07845	1.07832	1.07832	31	0	0
2023.12.05	21:32:00	1.07833	1.07842	1.07829	1.07835	25	0	0
